restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
Del Taco,"72197 Baker Blvd, Baker, CA 92309",$1–10,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,2802,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
The Mad Greek,"72112 Baker Blvd, Baker, CA 92309",$10–20,Free parking lot|Free street parking|Parking,4.1,greek restaurant,6795,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Subway,"72363 Baker Blvd, Baker, CA 92309",$,Free parking lot|Free street parking,4.3,sandwich shop,86,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Arby's,"72431 Baker Blvd, Baker, CA 92309",$10–20,Free parking lot|Free street parking|Parking,4,fast food restaurant,1085,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Denny's,"72415 Baker Blvd, Baker, CA 92309",$10–20,Free parking lot|Free street parking|Parking,4.4,restaurant,4029,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
The Burger Den,"72415 Baker Blvd, Baker, CA 92309",,,,hamburger restaurant,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Baker,CA,92309
Castañedas Mexican Food,"56335 Mojave Pointe Rd, Baker, CA 92309",$10–20,,4.8,restaurant,26,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Baker,CA,92309
Fatburger & Buffalo's Express,"72922 Baker Blvd, Baker, CA 92309",$10–20,Free parking lot|Free street parking|Parking,4.1,hamburger restaurant,389,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Pizza Hut Express,"Travel Plaza Kxpx, 72922 Baker Blvd, Baker, CA 92309",$,Free parking lot|Free street parking,3.5,pizza restaurant,12,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
KFC,"72922 Baker Blvd, Baker, CA 92309",$,Free parking lot|Free street parking,2.7,chicken restaurant,53,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Baker Travel Plaza,"72922 Baker Blvd, Baker, CA 92309",,Free parking lot|Free street parking,4.3,gas station,3385,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Subway,"72922 Baker Blvd, Baker, CA 92309",$,Free parking lot|Free street parking,4,sandwich shop,44,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Baker,CA,92309
Steaks and Beer,"860 Tecopa Hot Springs Rd, Tecopa, CA 92389",$30–50,Free parking lot|Free street parking|Parking,4.7,steak house,216,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tecopa,CA,92389
Rainbo Beach Restaurant,"3025 Needles Hwy, Needles, CA 92363",,Free parking lot|Free street parking,4.5,american restaurant,73,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
Domino's Pizza,"1036 E Broadway St, Needles, CA 92363",$,Free parking lot|Free street parking,3.6,pizza delivery,240,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
Flavor of India,"1004 E Broadway St, Needles, CA 92363",$10–20,Free parking lot|Free street parking|Parking,4,indian restaurant,757,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
The Riverfront Cafe,"3520 Needles Hwy, Needles, CA 92363",$10–20,Free parking lot|Free street parking|Parking,4.4,american restaurant,485,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
Jerky/dried fruit,"575 Needles Hwy, Needles, CA 92363",$10–20,Free street parking,4.5,western restaurant,15,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
Krispy Krunchy Chicken,"1902 E Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.3,chicken restaurant,72,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Road Runner's Restaurant,"830 W Rice St, Blythe, CA 92225",,Free parking lot|Free street parking,2,mexican restaurant,2,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Garcia Mex Rest,"231 N Main St, Blythe, CA 92225",,,4.5,mexican restaurant,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blythe,CA,92225
Garcia,"800 E Hobsonway, Blythe, CA 92225",,Free parking lot|Free street parking,,mexican restaurant,0,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Quesa Birria Tacos,"1847 E Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.7,mexican restaurant,74,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Mi Kitchen,"181 S Lovekin Blvd, Blythe, CA 92225",,,5,japanese restaurant,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blythe,CA,92225
The Meltdown,"876 W Donlon St, Blythe, CA 92225",$10–20,Free parking lot|Free street parking,3.9,restaurant,45,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
La Paloma Mexican Food,"151 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,1165,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Subs N' Sips,"330 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.9,restaurant,172,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Steaks n Cakes,"1871 E Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.2,diner,1449,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Little Caesars Pizza,"711 E Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4,pizza restaurant,215,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Garcia's Restaurant,"800 W Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,1863,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Domino's Pizza,"725 W Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking,3.5,pizza delivery,288,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
China Garden Restaurant,"933 E Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4,chinese restaurant,482,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Albertacos,"370 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,1461,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Taco Bell,"375 S Lovekin Blvd, Blythe, CA 92225",$1–10,Free parking lot|Free street parking|Parking,3.9,fast food restaurant,1044,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Denny's,"876 W Donlon St, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.1,restaurant,2568,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Subway,"650 W Donlon St, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4.1,sandwich shop,572,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Starbucks,"745 Hobsonway, Blythe, CA 92225",$1–10,Free parking lot|Free street parking|Parking,4.2,coffee shop,1128,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Popeyes Louisiana Kitchen,"700 W Rice St, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,3.9,chicken restaurant,1836,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Jack in the Box,"190 S Lovekin Blvd, Blythe, CA 92225",$,Free parking lot|Free street parking|Parking,3.8,fast food restaurant,1183,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Carl’s Jr.,"160 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,3.7,fast food restaurant,1327,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Del Taco,"120 S Lovekin Blvd, Blythe, CA 92225",$1–10,Free parking lot|Free street parking|Parking,3.9,fast food restaurant,1257,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
McDonald's,"191 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,3.5,fast food restaurant,3455,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Sizzler,"1101 W Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,3.9,restaurant,1426,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
A & R Bakery,"902 W Hobsonway, Blythe, CA 92225",$10–20,Free parking lot|Free street parking,4.7,bakery,456,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Chipotle Mexican Grill,"100 S Lovekin Blvd, Blythe, CA 92225",$10–20,Free parking lot|Free street parking|Parking,4,mexican restaurant,73,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
Chester’s Chicken,"400 S Lovekin Blvd, Blythe, CA 92225",$$,Free parking lot|Free street parking,3,fast food restaurant,2,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blythe,CA,92225
The Burger Den,"876 W Donlon St, Blythe, CA 92225",,,,hamburger restaurant,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blythe,CA,92225
Big Bend Restaurant,"501 Parker Dam Rd, Parker Dam, CA 92267",$10–20,Free parking lot|Free street parking,4.6,restaurant,13,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Parker Dam,CA,92267
Sundance RV Resort,"1201 Parker Dam Rd, Earp, CA 92242",,Free parking lot|Free street parking|On-site parking,4.5,rv park,270,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Earp,CA,92242
Outlaws Saloon,"1201 Parker Dam Rd, Earp, CA 92242",,Free parking lot|Free street parking|On-site parking,5,restaurant,4,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Earp,CA,92242
Dumas Walkers Restaurant & Bar,"150275 Turquoise Rd, Big River, CA 92242",$10–20,Free parking lot|Free street parking|Parking,4.4,bar & grill,315,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Big River,CA,92242
The Dock restaurant,"150341 Del Rey Dr, Big River, CA 92242",$10–20,Free parking lot|Free street parking|Parking,4.5,restaurant,79,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Big River,CA,92242
Havasu Landing Resort & Casino,"13145 Havasu Lake Rd, Needles, CA 92363",,Free parking lot|Free street parking,4.1,restaurant,3070,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
The Sail Inn,"325 Havasu Lake Rd, Havasu Lake, CA 92363",$10–20,Free street parking,4.4,bar & grill,208,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Havasu Lake,CA,92363
TüKŭKAN Restaurant,"13145 Havasu Lake Rd, Needles, CA 92363",,Free parking lot|Free street parking,3.4,restaurant,5,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Needles,CA,92363
Duner's Diner,"6626 Evan Hewes Hwy, Winterhaven, CA 92283",$10–20,Free parking lot|Free street parking|Parking,4.6,diner,446,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Winterhaven,CA,92283
Roaring20,"6474 Evan Hewes Hwy, Winterhaven, CA 92283",,Free street parking,5,restaurant,3,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Winterhaven,CA,92283
Daddys Famous Foods,"34 Ben Hulse Hwy, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.6,fast food restaurant,36,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Boardmanville Trading Post,"4400A Ted Kipf Rd, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.7,bar & grill,144,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Sweet Marie's Glamis,"corner of, Hwy 78, Gecko Rd, Brawley, CA 92227",,Free parking lot|Free street parking|On-site parking,4.2,restaurant,5,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Brawley,CA,92227
Donut Avenue,"138 Main St, Calipatria, CA 92233",$10–20,Free parking lot|Free street parking|Parking,4.3,pizza restaurant,624,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calipatria,CA,92233
The Spot,"134 Main St, Calipatria, CA 92233",$1–10,Free parking lot|Free street parking,4.8,health food restaurant,13,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calipatria,CA,92233
BIRRIA LA PATRIA,"301 Sorensen Ave, Calipatria, CA 92233",$10–20,Free parking lot|Free street parking|Parking,4.3,restaurant,25,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calipatria,CA,92233
McDonald's,"105 W Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,3.8,fast food restaurant,1383,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Subway,"407 W Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.1,sandwich shop,189,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Pizza Hut,"375 W Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.3,pizza delivery,408,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
China Inn Restaurant,"461 W Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,3.9,chinese restaurant,384,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Donuts Plus,"459 W Main St, Brawley, CA 92227",$1–10,Free parking lot|Free street parking,4.5,donut shop,162,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Jack in the Box,"315 W Main St, Brawley, CA 92227",$,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,805,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Subway,"250 Wildcat Dr, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,3.5,sandwich shop,42,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Del Taco,"1120 S Brawley Ave, Brawley, CA 92227",$,Free parking lot|Free street parking|Parking,4.1,fast food restaurant,503,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Las Chabelas Restaurant,"749 S Brawley Ave, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,994,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Hoffman Enterprises Inc,"650 Sycamore Dr, Brawley, CA 92227",,Free parking lot|Free street parking,5,association / organization,1,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Nana Dora‘s Restaurant,"103 W K St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,303,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Starbucks,"1050 S Brawley Ave, Brawley, CA 92227",$1–10,Free parking lot|Free street parking|Parking,4.4,coffee shop,515,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Sushi & Noodles,"630 S Brawley Ave Unit #6, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.2,sushi restaurant,458,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Hacienda Market & Snack Bar,"941 K St, Brawley, CA 92227",,Free parking lot|Free street parking,4.6,restaurant,61,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Brownie's Diner,"990 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.4,diner,780,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Christine's Restaurant,"147 N 8th St, Brawley, CA 92227",,,4.2,mexican restaurant,136,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brawley,CA,92227
Pattys Loncheria,"1191 Main St, Brawley, CA 92227",$1–10,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,173,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Virginia's Casita,"645 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.8,mexican restaurant,155,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Fosters Freeze,"130 N 5th St, Brawley, CA 92227",$,Free parking lot|Free street parking,4.5,restaurant,324,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Inferno,"505 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.1,american restaurant,580,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Assaggio's,"538 E St, Brawley, CA 92227",$20–30,Free parking lot|Free street parking,4.1,american restaurant,185,20,30,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Johnny’s Burritos Brawley,"490 D St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,977,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Raspados Avenue,"199 N Plaza St, Brawley, CA 92227",$,Free parking lot|Free street parking|Parking,4.2,restaurant,199,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Little Caesars Pizza,"283 Main St Suite A, Brawley, CA 92227",$,Free parking lot|Free street parking|Parking,4.4,pizza restaurant,294,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
KFC,"215 W Main St, Brawley, CA 92227",$,Free parking lot|Free street parking,4.1,chicken restaurant,348,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
7-Eleven,"184 W Main St, Brawley, CA 92227",$,Free parking lot|Free street parking,4,convenience store,24,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Domino's Pizza,"174 W Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.2,pizza delivery,265,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Tropical Delights,"219 W E St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.6,sandwich shop,95,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Carl’s Jr.,"115 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.1,fast food restaurant,759,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
La Fresa,"152 Main St, Brawley, CA 92227",$,Free parking lot|Free street parking,4.2,dessert shop,479,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Jack in the Box,"1684 Main St, Brawley, CA 92227",$,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,806,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Peony Pavilion,"1505 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,3.7,chinese restaurant,159,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Cluck-It,"129 S 6th St, Brawley, CA 92227",$20–30,,2.8,chicken restaurant,9,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brawley,CA,92227
El Campeon Mexican Food,"1686 Main St, Brawley, CA 92227",$1–10,Free parking lot|Free street parking,3.9,mexican restaurant,11,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Dunkin',"In Pilot Travel Center, 1850 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,3.1,coffee shop,20,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Taco Bell,"120 W Main St, Brawley, CA 92227",$1–10,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,194,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Flash Dogz,"136 N Plaza St, Brawley, CA 92227",,Free parking lot|Free street parking,3.6,hot dog stand,5,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Hellen's Family Viet Food,"308 Tangerine Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.8,vietnamese restaurant,59,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Vibras Healthy Nutrition,"136 N Plaza St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,5,health food restaurant,15,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Crepe Republic,"292 W D St, Brawley, CA 92227",,,5,creperie,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brawley,CA,92227
Elotes y mas,"306 N 1st St, Brawley, CA 92227",,,4,snack bar,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brawley,CA,92227
Spot 805 Restaurant and Bar,"550 Main St, Brawley, CA 92227",,Free parking lot|Free street parking,4.1,bar & grill,11,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
El Cañon Mexican Food,"625 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.6,mexican restaurant,26,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Wendy's,"1850 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,3.6,fast food restaurant,142,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Sofias Seafood & Grill,"132 S Plaza St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.5,restaurant,64,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Munchy Hub,"545 Main St, Brawley, CA 92227",,Free parking lot|Free street parking,,mexican restaurant,0,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Fattyz munchiezzz,"650 N Imperial Ave, Brawley, CA 92227",,,,snack bar,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brawley,CA,92227
Komaki Sushi & Sea Food,"1133 Ben Hulse Hwy, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,3.9,restaurant,55,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Krispy Krunchy Chicken,"1691 Main St, Brawley, CA 92227",$,Free parking lot|Free street parking,4.8,chicken restaurant,4,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
